NAME,score
Wanxiang Town,5.80E-05
Academy Town,1.09E-05
Zhoupu Town,0.001693104
Datuan Town,9.07E-05
Xuanqiao Town,0.000162663
Kangqiao Town,0.002066443
Huinan Town,0.000165288
Xinchang Town,0.000664211
Hangtou Town,0.001180535
Nanhui New Town,2.37E-06
Wuliqiao Street,0.003295213
Dapuqiao Street,0.003379385
Huaihai Zhonglu Street,0.003624234
Ruijin Second Road Street,0.00342485
Huating Town,0.000106541
Nanxiang Town,0.000831627
Jiading Town Street,0.000274683
Waigang Town,7.99E-05
Anting Town,0.000134235
Xuhang Town,5.95E-05
New Road Street,0.000479728
Jiangqiao Town,0.00150854
Zhenxin Street,0.001484425
Malu Town,0.000543034
Fengpu Street,0.00108475
Situan Town,0.000275108
Fengcheng,0.000300606
Zhuanghang Town,0.000471486
Zhelin Town,0.000778539
Gulf Town,0.00020018
Jinhui Town,0.000617162
Qingcun Town,0.000583675
Friendship Street,0.001879113
Wusong Town Street,0.002161641
Dachang Town,0.00121382
Miaohang Town,0.00194352
Zhangmiao Street,0.002058736
Yuepu Town,0.000654706
Yanghang Town,0.001329847
Songnan Town,0.001874974
Luodian Town,0.000686339
Luojing Town,0.000146448
Gucun Town,0.001535816
Gaojie Town,0.00269966
Samsung Town,0
Dongping Town,0
Zhongxing Town,3.84E-05
Xianghua Town,5.36E-05
Chengqiao Town,0
Castle Town,6.09E-06
Temple town,0
Construction Town,0
New Village and Township,0
Xinhe Town,0
Xinhai Town,0
Hengsha Township,0
Gangbian Town,4.75E-07
Gangxi Town,0
Lixin Town,0
Luhua Town,0
Changxing Town,0.000612116
Chenjia,0.000125554
Lingyun Road Street,0.002677044
Huajing Town,0.002434861
Tianping Road Street,0.003178622
Kangjian Xincun Street,0.002836935
Xujiahui Street,0.003046396
Slope Road Street,0.003131709
Fenglin Road Street,0.003171395
Hunan Road Street,0.003178811
Caohejing Street,0.003190001
Tianlin Street,0.003178976
Hongmei Road Street,0.002756905
Long Bridge Street,0.002739522
Longhua Subdistrict,0.002967298
Yichuan Road Street,0.003191759
Cao Yang Xincun Street,0.002785537
Taopu Town,0.001676006
Ganquan Road Street,0.002555139
True as a town street,0.002194269
Shiquan Road Street,0.002623731
Longevity Road Street,0.003028573
Changfeng Xincun Street,0.002668368
Wujiaochang Street,0.003079753
Wujiaochang Town,0.002541435
Siping Road Street,0.003007983
Bridge Street,0.002907639
Dinghai Road Street,0.002512002
Pingliang Road Street,0.003079794
Yanji Xincun Street,0.002700441
Jianjiang Road Street,0.003037329
Xinjiangwancheng Street,0.002652407
Yinhang Street,0.00220932
Jiangpu Road Street,0.003022153
Changbai Xincun Street,0.002303479
Zhongshan Street,0.00174103
Sheshan Town,0.000439726
Yexie Town,0.001505625
Xiaokunshan Town,0.000548793
Yueyang Street,0.001344516
Xinqiao Town,0.001539582
Xinbang Town,0.000297836
Yongfeng Street,0.000615327
Sigang Town,0.000619407
Sijing Town,0.001070571
Dongjing Town,0.001330682
Shihudang Town,0.001009206
Chedun Town,0.001278191
Sanlin Town,0.002799992
Shanggang Xincun Street,0.003065768
Dongming Road Street,0.002922061
Beicai Town,0.002392301
South Pier Road Street,0.002877643
Heqing Town,0.001449419
Zhou Jiadu Street,0.003013128
Tang Zhen,0.002471795
Tangqiao Street,0.003130386
Zhangjiang Town,0.002247451
Cao Lu Town,0.001305667
"Xincun Street, East Shanghai",0.002162209
Yangjing Subdistrict,0.002861273
Puxing Road Street,0.002059459
Weifang Xincun Street,0.003121474
Huamu Street,0.002688381
Jinyang Xincun Street,0.002738504
Jinqiao Town,0.002369026
Lujiazui Street,0.003254336
Gaodong,0.001980173
Gaoqiao Town,0.00141567
Gaohang Town,0.001912501
Liangcheng Xincun Street,0.002703512
Jiaxing Road Street,0.003262584
Guangzhong Road Street,0.003086799
North Bund Street,0.003369359
Quyang Road Street,0.00316449
Ouyang Road Street,0.003236104
Jiangwan Town Street,0.002577459
Tinglin Town,0.000867557
Jinshan Weizhen,0.000696834
Luxiang Town,0.000536732
Shanyang Town,0.000850315
Langxia Town,0.000491875
Zhangyan Town,0.000805562
Zhujing Town,0.000400157
Fengjing Town,0.000179246
Caojing Town,0.000834147
Petrochemical Street,0.000513597
Xianxia Xincun Street,0.002602056
Beixinjing Street,0.002214426
Huayang Road Street,0.002987374
Zhou Jiaqiao Street,0.002902195
Tianshan Road Street,0.003103012
Xinhua Road Street,0.003282572
Xinjing Town,0.001936555
Jiangsu Road Street,0.003270261
Chengjiaqiao Street,0.002439046
Hongqiao Street,0.003315795
Qibao Town,0.002149849
Huacao Town,0.001231754
Gumei Road Street,0.002150948
Wujing Town,0.002047035
Xinhong Street,0.001971975
Meilong Town,0.002354817
Jiangchuan Road Street,0.000743339
Xinzhuang Town,0.002566762
Hongqiao Town,0.002734945
Zhunqiao Town,0.0017757
Maqiao Town,0.001035072
Linfen Road Street,0.002314811
Gongxin Road Street,0.003245073
North Station Street,0.003179573
Daning Road Street,0.002682442
Tianmu West Road Street,0.0033179
Baoshan Road Street,0.00318798
Pengpu Xincun Street,0.002158172
Pengpu Town,0.002308753
Zhijiang West Road Street,0.003346352
Huaxin Town,0.001008583
Xiayang Street,0.001064201
Jing Town,0.002089135
Zhujiajiao Town,0.000357024
Baihe Town,0.00030252
Yingpu Street,0.0002724
Liantang Town,7.07E-05
Zhaoxiang Town,0.001542786
Chonggu Town,0.000871795
Jinze Town,0.000204195
Xianghuaqiao Street,0.000312507
Nanjing West Road Street,0.003327048
Caojiadu Street,0.003075051
Jiangning Road Street,0.003082302
Shimen Second Street,0.003302521
Jingan Temple Street,0.003280332
Bansong Garden,0.003241485
Nanjing East Road,0.003510933
The Bund,0.003262301
Little East Gate,0.003348375
Old Simon,0.003427235
Yu Garden,0.003433808
Nanqiao Town,0.000686036
Xidu Street,0.001198375
Pujiang Town,0.001851833
Pujin Street,0.001962096
Jiuting Town,0.001518655
Jiuliting Street,0.002398393
Fangsong Street,0.00090743
Guangfulin Street,0.000456413
Chuansha New Town,0.001785042
Zhuqiao Town,0.000378928
Laogang Town,0.000173822
Nicheng,9.28E-05
Changzheng Town,0.002303071
Wanli Street,0.002024119
Sichuan North Road Street,0.003282866
