NAME,score
Wanxiang Town,0.000268134
Academy Town,4.97E-05
Zhoupu Town,0.001941907
Datuan Town,0.00036903
Xuanqiao Town,0.00054329
Kangqiao Town,0.002123667
Huinan Town,0.000552623
Xinchang Town,0.001242932
Hangtou Town,0.001708466
Nanhui New Town,1.68E-05
Wuliqiao Street,0.002625997
Dapuqiao Street,0.002643231
Huaihai Zhonglu Street,0.002781412
Ruijin Second Road Street,0.002657247
Huating Town,0.000378544
Nanxiang Town,0.001333246
Jiading Town Street,0.00070855
Waigang Town,0.000283149
Anting Town,0.000396804
Xuhang Town,0.000211536
New Road Street,0.000993548
Jiangqiao Town,0.001864986
Zhenxin Street,0.001836297
Malu Town,0.001063685
Fengpu Street,0.001448248
Situan Town,0.000667302
Fengcheng,0.000557187
Zhuanghang Town,0.000635994
Zhelin Town,0.000885357
Gulf Town,0.000234223
Jinhui Town,0.001179492
Qingcun Town,0.000976875
Friendship Street,0.0020263
Wusong Town Street,0.002172454
Dachang Town,0.001629895
Miaohang Town,0.002075547
Zhangmiao Street,0.002129516
Yuepu Town,0.001215152
Yanghang Town,0.001739388
Songnan Town,0.002025074
Luodian Town,0.001238758
Luojing Town,0.000413706
Gucun Town,0.001853272
Gaojie Town,0.002390083
Samsung Town,0
Dongping Town,0
Zhongxing Town,0.000158009
Xianghua Town,0.000204327
Chengqiao Town,0
Castle Town,4.42E-05
Temple town,0
Construction Town,0
New Village and Township,0
Xinhe Town,0
Xinhai Town,0
Hengsha Township,0
Gangbian Town,8.11E-06
Gangxi Town,0
Lixin Town,0
Luhua Town,0
Changxing Town,0.001150557
Chenjia,0.000384027
Lingyun Road Street,0.002459466
Huajing Town,0.002360535
Tianping Road Street,0.002602907
Kangjian Xincun Street,0.0025035
Xujiahui Street,0.002566489
Slope Road Street,0.002552869
Fenglin Road Street,0.002575034
Hunan Road Street,0.002590455
Caohejing Street,0.002625826
Tianlin Street,0.002581769
Hongmei Road Street,0.002451513
Long Bridge Street,0.002410395
Longhua Subdistrict,0.002496636
Yichuan Road Street,0.002584013
Cao Yang Xincun Street,0.002430903
Taopu Town,0.001930546
Ganquan Road Street,0.002336655
True as a town street,0.002203041
Shiquan Road Street,0.002379804
Longevity Road Street,0.00254635
Changfeng Xincun Street,0.002388127
Wujiaochang Street,0.002535153
Wujiaochang Town,0.00230976
Siping Road Street,0.002508229
Bridge Street,0.00247063
Dinghai Road Street,0.002298977
Pingliang Road Street,0.002535125
Yanji Xincun Street,0.002385609
Jianjiang Road Street,0.002515421
Xinjiangwancheng Street,0.002370693
Yinhang Street,0.002160865
Jiangpu Road Street,0.002513898
Changbai Xincun Street,0.002210527
Zhongshan Street,0.002016466
Sheshan Town,0.00099335
Yexie Town,0.0016926
Xiaokunshan Town,0.001094701
Yueyang Street,0.001768588
Xinqiao Town,0.001912818
Xinbang Town,0.000740837
Yongfeng Street,0.001148492
Sigang Town,0.000967509
Sijing Town,0.001630601
Dongjing Town,0.00179921
Shihudang Town,0.001387422
